Timestamp,Location,Country,Temperature (°C),Feels Like,Humidity,Pressure,Wind Speed,Wind Direction,Condition,Cloud,Visibility,UV,CO,NO2,O3,PM2.5,PM10
2026-07-22 23:01:11,Kota Bharu,Malaysia,25.0,27.6,94,1011.0,6.5,S,Light rain,50,9.0,0.0,177.0,5.9,41.0,6.6,7.2
2026-07-22 23:01:13,Bhiwandi,India,27.1,30.9,89,1004.0,30.6,SW,Light rain,100,2.1,0.0,158.0,10.1,45.0,25.0,51.9
2026-07-22 23:01:14,Meerut,India,28.7,32.6,72,1001.0,9.0,ESE,Partly Cloudy,35,10.0,0.0,373.0,16.2,79.0,31.4,31.5
2026-07-22 23:01:16,Gwalior,India,31.4,37.2,94,1001.0,13.3,E,Partly cloudy,50,6.0,0.0,347.0,12.0,82.0,18.7,20.5
2026-07-22 23:01:19,Hubli,India,21.7,13.1,88,1012.0,24.1,WSW,Patchy rain nearby,100,10.0,0.0,121.0,5.4,35.0,2.4,3.4
2026-07-22 23:01:20,Ajmer,India,28.7,32.1,70,1000.0,14.0,E,Moderate or heavy rain shower,89,7.0,0.0,364.0,13.9,67.0,15.7,17.0
2026-07-22 23:01:22,Amravati,India,23.1,14.2,89,1004.0,25.6,SW,Patchy rain nearby,100,10.0,0.0,156.0,7.6,40.0,4.2,5.6
2026-07-22 23:01:23,Bhilai,India,23.4,14.3,92,1004.0,26.3,SW,Light drizzle,100,2.0,0.0,326.0,15.4,38.0,8.5,9.0
2026-07-22 23:01:25,Ujjain,India,24.1,26.5,94,1004.0,18.4,WSW,Mist,100,5.0,0.0,239.0,9.0,51.0,8.5,9.6
2026-07-22 23:01:26,Coimbatore,India,25.3,27.7,89,1013.0,17.6,SW,Mist,50,5.0,0.0,242.0,12.1,33.0,11.4,12.9
2026-07-22 23:01:27,Sangli,Iran,27.4,26.8,32,1013.0,4.0,ENE,Partly cloudy,50,10.0,0.0,121.0,4.3,64.0,10.4,28.1
2026-07-22 23:01:29,Delhi,Canada,18.9,18.9,57,1013.0,22.7,NW,Cloudy,0,10.0,2.8,105.0,1.0,77.0,3.7,3.9
2026-07-22 23:01:30,Jalgaon,India,23.0,14.7,92,1004.0,22.0,WSW,Moderate rain,100,7.0,0.0,141.0,7.0,37.0,3.7,4.2
2026-07-22 23:01:31,Tirunelveli,India,28.8,30.9,62,1010.0,17.3,W,Clear,13,10.0,0.0,155.0,6.6,44.0,6.0,7.5
2026-07-22 23:01:33,Bhayandar,India,27.1,30.8,89,1004.0,40.0,SW,Light rain,100,2.1,0.0,120.0,4.9,50.0,26.3,67.3
2026-07-22 23:01:35,Chandigarh,India,27.9,30.4,70,1002.0,10.4,ESE,Smoky haze,29,6.2,0.0,1082.0,69.9,17.0,67.3,68.7
2026-07-22 23:01:36,Mumbai,India,27.1,30.7,89,1004.0,45.4,SW,Light rain,100,2.1,0.0,98.0,2.8,60.0,37.3,103.6
2026-07-22 23:01:38,Ghaziabad,India,30.3,34.9,84,1001.0,11.9,ESE,Mist,50,3.5,0.0,451.0,16.2,79.0,31.4,31.5
2026-07-22 23:01:39,Loni,India,30.3,33.6,84,1001.0,14.4,ESE,Mist,50,3.5,0.0,403.0,43.1,55.0,46.9,48.8
2026-07-22 23:01:41,Tiruchirappalli,India,28.0,29.0,84,1010.0,14.0,WSW,Light rain,75,5.0,0.0,146.0,19.4,44.0,15.3,18.0
2026-07-22 23:01:42,Vasai,India,27.1,31.0,89,1004.0,41.8,SW,Light rain,100,2.1,0.0,93.0,4.9,50.0,26.3,67.3
2026-07-22 23:01:44,Malegaon,India,23.5,11.8,89,1003.0,39.2,WSW,Moderate rain,100,7.0,0.0,120.0,6.1,37.0,1.4,1.4
2026-07-22 23:01:45,Chennai,India,30.1,36.4,84,1009.0,22.7,S,Mist,50,5.0,0.0,349.0,19.0,74.0,19.8,26.3
